epoch,layer,group,method,damping,A_trace_per_dim,A_eig_p10,A_eig_p50,A_eig_p90,A_eig_p99,A_eig_min,A_eig_max,G_trace_per_dim,G_eig_p10,G_eig_p50,G_eig_p90,G_eig_p99,G_eig_min,G_eig_max,relative_damping_A,relative_damping_G
1,patch_embed,patch_head,dp_kfc,0.01,0.2509732962003455,0.025429101682585276,0.04967877377267411,0.25974008470406285,4.191966402854209,0.016652998915899702,26.338540601826764,9.854270134705226e-06,7.559195971551572e-08,2.1037654606875417e-07,1.2763282649889603e-06,0.00029133289653329004,1.201125990558427e-13,0.00045410955082518956,0.039844876532271624,1014.7884991280619
1,blocks.0.attn.q_proj,attention_qkv,dp_kfc,0.01,0.9999754015028168,0.12082503571735391,0.34665727605385666,1.6361272475356254,18.878374994462717,-4.871749946707475e-08,24.91914137192401,3.8457351865991046e-07,4.707108442608005e-09,1.7786421370532488e-08,1.0720450286849018e-07,8.524807339126025e-06,2.5160449765207557e-09,2.8798521646913393e-05,0.010000245991022842,26002.830446688375
1,blocks.0.attn.k_proj,attention_qkv,dp_kfc,0.01,0.9999754015028168,0.12082503571735391,0.34665727605385666,1.6361272475356254,18.878374994462717,-4.871749946707475e-08,24.91914137192401,3.6183979426264154e-08,6.05056931717116e-13,2.1760893249138455e-12,1.1895840922564025e-11,1.903128884993015e-06,2.73610836096964e-13,2.9830692367615996e-06,0.010000245991022842,276365.40144452703
1,blocks.0.attn.v_proj,attention_qkv,dp_kfc,0.01,0.9999754015028168,0.12082503571735391,0.34665727605385666,1.6361272475356254,18.878374994462717,-4.871749946707475e-08,24.91914137192401,7.892963544087195e-06,2.3617646549148327e-09,4.6708725285335826e-08,7.376064914461779e-07,0.00022059446515062156,5.082432994996717e-10,0.0003680453639935532,0.010000245991022842,1266.95124640367
1,blocks.0.attn.out_proj,attention_out,dp_kfc,0.01,0.00583482690296049,5.1167451644084634e-06,8.744708017596262e-05,0.0007221546557340784,0.0017554823028315834,1.0402385224834563e-06,1.0798700345829473,0.020458637035820477,2.8663300067614687e-05,0.00013817305158468358,0.0014460823205598176,0.577995674283427,-1.915861559556995e-08,0.9333387881021274,1.7138469000556253,0.4887911146031512
1,blocks.0.mlp.fc1,mlp,dp_kfc,0.01,0.9999764604889667,0.12125227658495125,0.346673576400275,1.6464988222768822,18.868174165460704,-4.1294580834721593e-08,24.911471659875456,2.97155134678743e-05,9.507014523253357e-09,7.107978827115833e-08,1.441957420316038e-06,0.0009522693120300194,4.350814106200649e-09,0.004767763572377266,0.01000023540065155,336.5245568046834
1,blocks.0.mlp.fc2,mlp,dp_kfc,0.01,0.023092593616225864,0.0004912217569234788,0.0012733334826145297,0.035554352436178674,0.3607338655385868,0.00033783329558626597,2.0355226309428955,0.0013410126235460969,1.557402427532472e-06,7.896917217615878e-06,7.750872061479706e-05,0.04018981651376096,-2.9246178219997344e-10,0.04993513652228303,0.43303927511085477,7.45705135389149
1,blocks.1.attn.q_proj,attention_qkv,dp_kfc,0.01,0.9999872677684448,0.10090689329513339,0.3266319191314621,1.6278686436404632,19.014962196099916,-2.8422225421487863e-08,25.636085613352567,3.070813979257532e-08,3.094797868475571e-10,1.2472140701386804e-09,7.171270733490185e-09,7.561952635362984e-07,1.581415637156168e-10,1.993385753862417e-06,0.01000012732393667,325646.5571521796
1,blocks.1.attn.k_proj,attention_qkv,dp_kfc,0.01,0.9999872677684448,0.10090689329513339,0.3266319191314621,1.6278686436404632,19.014962196099916,-2.8422225421487863e-08,25.636085613352567,3.015469454251534e-09,5.64505688754316e-12,4.433814175663288e-11,3.1839066186021636e-10,1.6007748834257722e-07,2.5691232621242105e-12,2.2154091985882794e-07,0.01000012732393667,3316233.227267788
1,blocks.1.attn.v_proj,attention_qkv,dp_kfc,0.01,0.9999872677684448,0.10090689329513339,0.3266319191314621,1.6278686436404632,19.014962196099916,-2.8422225421487863e-08,25.636085613352567,6.072193178644861e-07,1.3376717214831994e-10,2.879636701541523e-09,4.714556417732301e-08,1.6323014545519692e-05,3.312663802834233e-11,2.445167638870956e-05,0.01000012732393667,16468.514267906925
1,blocks.1.attn.out_proj,attention_out,dp_kfc,0.01,0.006091875521619346,4.175509066406358e-06,7.920517868579469e-05,0.0007491634975632912,0.002069594451046801,8.063987132637465e-07,1.1271072504415047,0.0013398638266153284,1.5117969217161433e-06,7.846478082508673e-06,7.592433437429232e-05,0.04013955757739276,-4.288553282563381e-10,0.0499758428815954,1.6415305868465602,7.463445016842726
1,blocks.1.mlp.fc1,mlp,dp_kfc,0.01,0.9999872940191952,0.10093058642429324,0.3261125467730007,1.628171846938174,18.997032032376186,-2.7243907758459393e-08,25.620476854584627,1.5608227566822154e-05,4.572218051043261e-09,3.2995006410675216e-08,7.023935620988568e-07,0.0005011218070500879,2.119503858730747e-09,0.0025948004883758857,0.010000127061422488,640.6877371045409
1,blocks.1.mlp.fc2,mlp,dp_kfc,0.01,0.0227455152325836,0.000458265517482853,0.0012211584884934017,0.03417108854911682,0.38159681324419836,0.0002885713188858969,1.9421191497568122,0.0006997292481401018,6.161524409507874e-07,3.4549179660142262e-06,3.634690598586812e-05,0.02045305365040426,-1.3512483114692793e-10,0.02510372156370757,0.43964710835280246,14.291241971920217
1,blocks.2.attn.q_proj,attention_qkv,dp_kfc,0.01,0.9999886090273684,0.08687506486260019,0.3139383950718673,1.6956818426183395,19.076278685558975,2.628767515344678e-08,25.538346063624843,1.6404157224721622e-08,1.6177950220188268e-10,6.38380518185859e-10,3.6508473341468135e-09,5.286829674958979e-07,7.738821436067804e-11,9.530948811378375e-07,0.010000113911023874,609601.5700782031
1,blocks.2.attn.k_proj,attention_qkv,dp_kfc,0.01,0.9999886090273684,0.08687506486260019,0.3139383950718673,1.6956818426183395,19.076278685558975,2.628767515344678e-08,25.538346063624843,1.9248861939963045e-09,2.773034285448124e-12,2.0453812633972416e-11,1.7599677898235768e-10,8.500058629972522e-08,1.339047722633984e-12,1.5947321452175032e-07,0.010000113911023874,5195112.329856109
1,blocks.2.attn.v_proj,attention_qkv,dp_kfc,0.01,0.9999886090273684,0.08687506486260019,0.3139383950718673,1.6956818426183395,19.076278685558975,2.628767515344678e-08,25.538346063624843,3.2843915972099086e-07,5.520745571953227e-11,1.2578933906789985e-09,2.1732915625050493e-08,9.638687043376146e-06,1.2952923890750028e-11,1.2436760051315172e-05,0.010000113911023874,30447.039288783355
1,blocks.2.attn.out_proj,attention_out,dp_kfc,0.01,0.0063844285554758035,3.8096386267661697e-06,7.387223741732983e-05,0.0008534697960901208,0.0024690226679952992,8.660802124085982e-07,1.1795348351896442,0.0006993093903323218,6.092870505521927e-07,3.4491237096103657e-06,3.41563163840222e-05,0.02051635777478132,-1.2023318427534313e-10,0.025057447029880185,1.566310894249602,14.299822279303097
1,blocks.2.mlp.fc1,mlp,dp_kfc,0.01,0.9999886374399453,0.08687556721840949,0.31314157512661867,1.6951786958918094,19.047687027879228,2.1606144083324756e-08,25.504112650289393,1.1035460704809466e-05,2.7301206285975816e-09,1.9094801332537137e-08,4.5860758467460327e-07,0.00041485088674269086,1.3929041166973724e-09,0.0015794357860636774,0.01000011362689164,906.1696894667757
1,blocks.2.mlp.fc2,mlp,dp_kfc,0.01,0.023058663311284835,0.0004502934400044845,0.0012124018383053328,0.034133919024934456,0.35858389523768874,0.0003073955606915928,2.057327756012633,0.0004821607591717717,4.0105225402407917e-07,2.1973982079698064e-06,2.274511090129212e-05,0.013348376540957503,-9.49329340367453e-11,0.017494435219262198,0.4336764826739125,20.73997066284994
1,blocks.3.attn.q_proj,attention_qkv,dp_kfc,0.01,0.9999895222446462,0.07611703253940157,0.2977088310469332,1.7370922470357437,18.56708580814334,5.644688075272669e-09,25.662774687496825,1.3905949143346492e-08,1.1219624262309897e-10,4.599178568283284e-10,3.0062772236217914e-09,4.4412693002082703e-07,5.171729240644697e-11,7.81788902303611e-07,0.010000104778651384,719116.6814229756
1,blocks.3.attn.k_proj,attention_qkv,dp_kfc,0.01,0.9999895222446462,0.07611703253940157,0.2977088310469332,1.7370922470357437,18.56708580814334,5.644688075272669e-09,25.662774687496825,1.0448818824241046e-09,2.0090567966102083e-12,1.5371443609327755e-11,1.4574918775585546e-10,5.978327398004266e-08,8.367621820113422e-13,6.934952871030938e-08,0.010000104778651384,9570459.750723407
1,blocks.3.attn.v_proj,attention_qkv,dp_kfc,0.01,0.9999895222446462,0.07611703253940157,0.2977088310469332,1.7370922470357437,18.56708580814334,5.644688075272669e-09,25.662774687496825,2.3237869239967068e-07,3.3006547105586485e-11,7.476862317352821e-10,1.1380416985469844e-08,6.018976988580683e-06,7.829680417257736e-12,9.282260006843147e-06,0.010000104778651384,43033.20539733862
1,blocks.3.attn.out_proj,attention_out,dp_kfc,0.01,0.006704056339936784,3.752334878165e-06,7.210665024487978e-05,0.0009041821364934718,0.002667096613684656,8.610849762794331e-07,1.2387528404094066,0.0004819200420721851,3.829986031170791e-07,2.208892567736105e-06,2.0771580175123586e-05,0.013337294139518136,-1.4169877959054783e-10,0.017517875905187462,1.491634242455411,20.750330193783757
1,blocks.3.mlp.fc1,mlp,dp_kfc,0.01,0.9999895361421022,0.07625845839510335,0.2983296694141024,1.7350041054680676,18.570445097048303,-2.2288683053029567e-08,25.632613440372584,7.930244497626748e-06,1.887893276734966e-09,1.3708200452763393e-08,3.282365696252294e-07,0.0003090851879498577,9.376771768495408e-10,0.0010832910523745226,0.010000104639673914,1260.9951689374343
1,blocks.3.mlp.fc2,mlp,dp_kfc,0.01,0.02312461590643861,0.0004372199858948055,0.0012057187777243918,0.032343325517737796,0.33895511225704084,0.00029319010129207036,2.061390468795926,0.0003531511626230591,2.8109722524418185e-07,1.4802170074285616e-06,1.4521383172682645e-05,0.009316749403236402,-6.414316656740584e-11,0.013053911631574922,0.4324396150171597,28.316486135070836
1,blocks.4.attn.q_proj,attention_qkv,dp_kfc,0.01,0.9999904092111737,0.06852593629881547,0.27925973894885686,1.8312427540581493,19.013880223378244,-1.2783389300345124e-09,25.12902625046249,1.0402583566828752e-08,7.875715999925438e-11,3.451689389627356e-10,2.386839254862911e-09,2.9472551079893006e-07,3.5441520531574716e-11,6.68000758307267e-07,0.010000095908808104,961299.6555862824
1,blocks.4.attn.k_proj,attention_qkv,dp_kfc,0.01,0.9999904092111737,0.06852593629881547,0.27925973894885686,1.8312427540581493,19.013880223378244,-1.2783389300345124e-09,25.12902625046249,7.990948278785177e-10,1.4373027825824766e-12,1.1294226981989434e-11,1.1374327131718606e-10,3.956332538968896e-08,6.474039080258519e-13,5.860549382286972e-08,0.010000095908808104,12514159.335192505
1,blocks.4.attn.v_proj,attention_qkv,dp_kfc,0.01,0.9999904092111737,0.06852593629881547,0.27925973894885686,1.8312427540581493,19.013880223378244,-1.2783389300345124e-09,25.12902625046249,1.6364371451434617e-07,2.1991819243519982e-11,5.17785265026135e-10,7.423567158733057e-09,4.648452565658568e-06,3.942555499413641e-12,6.095704955466619e-06,0.010000095908808104,61108.36599913117
